identifier,govIdentifier,RWStype,URL,name,description,siteAddressName,siteAddressStreet,siteAddressCity,siteAddressCounty,siteAddressCountry,siteAddressPostcode,latitude,longitude,telephone,openingHours,openingHoursNotes,openingHoursTransportRestrictions,ownerID,ownerName,operatorID,operatorCompanyID,operatorName,operatorAddressStreet,operatorAddressCity,operatorAddressCounty,operatorAddressCountry,operatorAddressPostcode,dateOpened,dateClosed,areaServed,proofOfResidency,accessibilityNotes,trade,ANPR,reuseShop,dateUpdated,dateValidFrom,dateValidTo
,,tb,,Grimsby Laceby,,Co-op Food,462 Laceby Road,Grimsby,Lincolnshire,eng,DN34 5NB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Groby - Laundon Way,,Co-op Food,Laundon Way,Leicester,Leicestershire,eng,LE6 0YG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Guildford - Connaught House,,Co-op Food,255 High Street,Guildford,Surrey,eng,GU1 3BS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hackney - Cambridge Heath Road,,Co-op Food,228-232 Cambridge Heath Road,London,Greater London,eng,E2 9NN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hackney - Pembury Circus,,Co-op Food,Corner of Pembury Rd - Dalston Lane,London,Greater London,eng,E8 1LQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hackney - Theydon Road,,Co-op Food,Theydon Road,London,Greater London,eng,E5 9BQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hackney- Manor House Station,,Co-op Food,Green Lanes,London,Greater London,eng,N4 2LX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Haddenham - Pegasus Way,,Co-op Food,Haddenham,HP17 8FH,Buckinghamshire,eng,HP17 8FH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hadston,,Co-op Food,Hadston Estate,Morpeth,Northumberland,eng,NE65 9YF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hagley Road,,Co-op Food,Hagley Road,Birmingham,West Midlands,eng,B32 2AL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hailsham - Upper Horsebridge Road,,Co-op Food,85 Upper Horsebridge Road,Hailsham,East Sussex,eng,BN27 1NX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hale Bank,,Co-op Food,447 Hale Road,Widnes,Cheshire,eng,WA8 8UU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Halesowen - Bassnage Road,,Co-op Food,93 Bassnage Road,Halesowen,West Midlands,eng,B63 4HB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Halesowen - Hagley Road,,Co-op Food,218 Hagley Road,Dudley,West Midlands,eng,B63 4QQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ham Road,,Co-op Food,60-64a Ham Road,Worthing,West Sussex,eng,BN11 2QY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Harlow - Newhall Neighbourhood Ctr,,Co-op Food,North Square,Harlow,Essex,eng,CM17 9TW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Harold Wood,,Co-op Food,15 Station Road,Romford,Essex,eng,RM3 0BP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Harrietsham - Ashford Road,,Co-op Food,1 Buckingham Drive,Maidstone,Kent,eng,ME17 1GF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Harrogate - Knaresborough Road,,Co-op Food,Knaresborough Road,Harrogate,North Yorkshire,eng,HG2 7LU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Haslingden,,Co-op Food,2 John Street,Rossendale,Lancashire,eng,BB4 5QB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hastings - Parkstone Parade,,Co-op Food,1 - 5 Parkstone Parade,Hastings,Sussex,eng,TN34 2PS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hatch Lane,,Co-op Food,16 Hatch Lane,London,Greater London,eng,E4 6LQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Haven Banks,,Co-op Food,Shooting Marsh Stile,Exeter,Devon,eng,EX2 8BP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Haworth - Station Road,,Co-op Food,Station Road,Keighley,West Yorkshire,eng,BD22 8NF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Heatley Mere,,Co-op Food,Unit 1,Lymm,Cheshire,eng,WA13 9UP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Herbert Road,,Co-op Food,9-15 Herbert Road,London,Greater London,eng,SE18 3TB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hermitage - Newbury Road,,Co-op Food,Newbury Road,THATCHAM,Berkshire,eng,RG18 9TD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hertford Road,,Co-op Food,139 Hertford Road,Enfield,Greater London,eng,EN3 5JG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Heworth,,Co-op Food,75-77 East Parade,York,North Yorkshire,eng,YO31 7YB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Heysham,,Co-op Food,410 Heysham Road,Morecambe,Lancashire,eng,LA3 2BJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hibaldstow - Redbourne Road,,Co-op Food,Redbourne Road / West Street,Hibaldstow,North Lincs,eng,DN20 9DT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,High Green,,Co-op Food,Greengate Lane,Sheffield,South Yorkshire,eng,S35 3GT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,High Park Drive,,Co-op Food,47 High Park Drive,Bradford,West Yorkshire,eng,BD9 6HX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,High Street - Lindfield,,Co-op Food,35-37 High Street,Haywards Heath,West Sussex,eng,RH16 2HJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Higham Hill Road,,Co-op Food,323 Higham Hill Road,London,Greater London,eng,E17 5RG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Higham Lane,,Co-op Food,17 Martin Hardie Way,Tonbridge,Kent,eng,TN10 4AE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Highgate - Archway Road,,Co-op Food,191 - 201 Archway Road,Highgate,London,eng,N6 5BW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hilton House,,Co-op Food,100 St Norbert Road,London,Greater London,eng,SE4 2BN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hingham - Norwich Street,,Co-op Food,25 Norwich Street,Norwich,Norfolk,eng,NR9 4LJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hixon - Lea Road,,Co-op Food,Lea Road,Hixon,Staffordshire,eng,ST18 0NR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Holcombe Brook,,Co-op Food,Longsight Road,Bury,Lancashire,eng,BL0 9SH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hollins Park,,Co-op Food,260 Oakwood Lane,Leeds,West Yorkshire,eng,LS8 3LE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hoole Road,,Co-op Food,90-94 Hoole Road,Wirral,Merseyside,eng,CH49 8EG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Horam - High Street,,Co-op Food,High Street,Heathfield,East Sussex,eng,TN21 0EL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hove,,Co-op Food,67-71 Portland Road,Hove,East Sussex,eng,BN3 5DQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hove - Church Road,,Co-op Food,88-92 Church Road,Hove,East Sussex,eng,BN3 2EB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hove - Kingsway,,Co-op Food,Kingsway,Hove,East Sussex,eng,BN3 2WY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Howden - Hailgate,,Co-op Food,Charles Briggs Avenue,Goole,North Humberside,eng,DN14 7GQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hucknall,,Co-op Food,288 Watnall Road,Nottingham,Nottinghamshire,eng,NG15 6EY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hucknall - Papplewick Lane,,Co-op Food,Papplewick Road,Nottingham,Nottinghamshire,eng,NG15 8GL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hulme - Birley Fields,,Co-op Food,Stretford Road,Manchester,Greater Manchester,eng,M15 5JH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hurstpierpoint,,Co-op Food,95 High Street,Hassocks,West Sussex,eng,BN6 9RE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Huthwaite,,Co-op Food,17-25 Main Street,Sutton-in-Ashfield,Nottinghamshire,eng,NG17 2QW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hutton,,Co-op Food,201-205 Rayleigh Road,Brentwood,Essex,eng,CM13 1LZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ickenham - 17 Swakeleys Rd,,Co-op Food,17 Swakeleys Road,Uxbridge,Greater London,eng,UB10 8DF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ilford - Longwood Gardens,,Co-op Food,175 Longwood Gardens,Ilford,Essex,eng,IG5 0EN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ilkeston,,Co-op Food,Summerfields Way South,Ilkeston,Derbyshire,eng,DE7 9JJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,INDF Westhoughton,,Co-op Food,34-40 Market Street,Bolton,Lancashire,eng,BL5 3AN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ironbridge - Wharfage Road,,Co-op Food,Wharfage Road,Telford,Shropshire,eng,TF8 7NJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Island Road,,Co-op Food,Island Road,Barrow In Furness,Cumbria,eng,LA14 2SD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Isle of Dogs - Cassilis Road,,Co-op Food,Cassilis Road,London,Greater London,eng,E14 9LQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Isle of Grain,,Co-op Food,27 High Street,Rochester,Kent,eng,ME3 0BJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Islington - 640-650 Holloway Road,,Co-op Food,640-650 Holloway Road,London,Greater London,eng,N19 3NU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Iver - High Street,,Co-op Food,9 High Street,Iver,Buckinghamshire,eng,SL0 9ND,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ivybridge,,Co-op Food,Abbots Rd,Ivybridge,Devon,eng,PL21 9TF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ivymeade,,Co-op Food,Ivy Road,Macclesfield,Cheshire,eng,SK11 8NA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Jaunty Way,,Co-op Food,29-33 Jaunty Way,Sheffield,South Yorkshire,eng,S12 3DZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Jennyfield Drive,,Co-op Food,Jenny Field Drive,Harrogate,North Yorkshire,eng,HG3 2XS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Keelings Road,,Co-op Food,Keelings Road,Stoke-On-Trent,Staffordshire,eng,ST1 6PA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,"Kennington, Walworth Road",,Co-op Food,156-164 Walworth Road,Kennington,London,eng,SE17 1JL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kensal Green - Harrow Road,,Co-op Food,765-767 Harrow Road,London,Greater London,eng,NW10 5NY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Keyworth - Bunny Lane,,Co-op Food,The Square,Keyworth,Nottingham,eng,NG12 5JT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kidbrooke Park,,Co-op Food,196-200 Shooters Hill Road,London,Greater London,eng,SE3 8RP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kilkhampton,,Co-op Food,Off A39,Bude,Cornwall,eng,EX23 9QN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kingsbury,,Co-op Food,171 Church Lane,London,Greater London,eng,NW9 8JS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kingsley - Hollow Lane,,Co-op Food,Hollow Lane,Frodsham,Cheshire,eng,WA6 8EF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kingston - Kings Road,,Co-op Food,178 Kings Road,Kingston-upon-Thames,Surrey,eng,KT2 5HU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kingsway South,,Co-op Food,92 Kingsway South,Warrington,Cheshire,eng,WA4 1QZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kirton in Lindsey - Station Road,,Co-op Food,11a Station Road,Gainsborough,Lincolnshire,eng,DN21 4BB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Knightsfield,,Co-op Food,1-5 Shoplands Parade,Welwyn Garden City,Hertfordshire,eng,AL8 7RH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Lake Lock Road,,Co-op Food,62-66 Lake Lock Road,Wakefield,West Yorkshire,eng,WF3 4HS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Laughton Common,,Co-op Food,Outgang Lane & Rotherham Road,Sheffield,South Yorkshire,eng,S25 3RG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Launceston,,Co-op Food,Newport Industrial Estate,Launceston,Cornwall,eng,PL15 8EX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Lee - 25-31 Burnt Ash Hill,,Co-op Food,25-31 Burnt Ash Hill,London,Greater London,eng,SE12 9HT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Leeds - Burley Street,,Co-op Food,46 Burley Street,Leeds,West Yorkshire,eng,LS3 1LB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Leeds - Merrion Way,,Co-op Food,11 Merrion Way,Leeds,West Yorkshire,eng,LS2 8BT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Leeds - Sovereign Square,,Co-op Food,Sovereign Street,Leeds,West Yorkshire,eng,LS1 4AG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Leeming Bar - Leeming Lane,,Co-op Food,1A Leeming Lane,Northallerton,North Yorkshire,eng,DL7 9AT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Leigh on Sea - Leigh Rd,,Co-op Food,84-86 Leigh Road,Leigh-On-Sea,Essex,eng,SS9 1BZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Lewsey Farm,,Co-op Food,8-9 St. Dominics Square,Luton,Bedfordshire,eng,LU4 0UN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Littleham Cross,,Co-op Food,8-10 Littleham Road,Exmouth,Devon,eng,EX8 2QG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Liverpool - Myrtle Street,,Co-op Food,2G Myrtle Street,Liverpool,Merseyside,eng,L7 7DP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,London - 17 Moorgate,,Co-op Food,17 Moorgate,London,Greater London,eng,EC2R 6AR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,London - 43 Friern Barnet Road,,Co-op Food,43 Friern Barnet Road,London,Greater London,eng,N11 1NE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,London - Balham High Road,,Co-op Food,193 Balham High Road,London,Greater London,eng,SW12 9BE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,London - Chiswick High Road,,Co-op Food,578-586 Chiswick High Road,London,Greater London,eng,W4 5RP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,London - City Road,,Co-op Food,271-273 City Road,London,Greater London,eng,EC1V 1LA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,London - Deptford Bridge,,Co-op Food,33-49 Deptford Bridge,London,Greater London,eng,SE8 4HH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,"London - Hendon Waterside, Hendon",,Co-op Food,West Hendon Broadway,London,Greater London,eng,NW9 7ED,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,London - South End,,Co-op Food,40-42 South End,Croydon,Surrey,eng,CR0 1DP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,London - South Lambeth Road,,Co-op Food,173-175 South Lambeth Road,London,Greater London,eng,SW8 1XW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,London - Sumner Street,,Co-op Food,3 Sumner Street,London,Greater London,eng,SE1 9RE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,London Road - Macclesfield,,Co-op Food,155 London Road,Macclesfield,Cheshire,eng,SK11 7SP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Longstanton - High Street,,Co-op Food,93 High Street,Cambridge,Cambridgeshire,eng,CB24 3BT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Lostock Hall - Watkin Lane,,Co-op Food,35 Watkin Lane,Preston,Lancashire,eng,PR5 5RE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Louth - Newmarket,,Co-op Food,155 Newmarket,Louth,Lincolnshire,eng,LN11 9EH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Low Moorside,,Co-op Food,Low Moorside,Leeds,West Yorkshire,eng,LS12 5EA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Lowdham,,Co-op Food,38 Main Street,Nottingham,Nottinghamshire,eng,NG14 7AG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Lowton,,Co-op Food,237 Church Lane,Warrington,Cheshire,eng,WA3 2RZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,LSHF Northolt,,Co-op Food,52-58 Church Road,Northolt,Middlesex,eng,UB5 5AB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Luton - Hancock Drive,,Co-op Food,Hancock Drive,Luton,Bedfordshire,eng,LU2 7SF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Lynemouth,,Co-op Food,West Market Street,Morpeth,Northumberland,eng,NE61 5TS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Maidstone - Loose Road,,Co-op Food,1 Loose Road,Maidstone,Kent,eng,ME15 7BW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Maidstone - Willington Street,,Co-op Food,427 Willington Street,Maidstone,Kent,eng,ME15 8HD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Malmesbury,,Co-op Food,8 High Street,Malmesbury,Wiltshire,eng,SN16 9AU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Malvern Link,,Co-op Food,162 Worcester Road,Malvern,Worcestershire,eng,WR14 1AA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,"Malvern Link - Upper Howsell
Road",,Co-op Food,67 Upper Howsell Road,Malvern,Worcestershire,eng,WR14 1TP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Manchester - Angel Street,,Co-op Food,4 Angel Street,Manchester,Greater Manchester,eng,M4 4HT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Manchester - High Street,,Co-op Food,38 High Street,Manchester,Greater Manchester,eng,M4 1QB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Manchester - Oxford Road,,Co-op Food,Booth Street West,Manchester,Greater Manchester,eng,M13 9GP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Manchester - Piccadilly,,Co-op Food,Piccadilly Approach,Manchester,Greater Manchester,eng,M1 2GH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Manchester - Spinningfields,,Co-op Food,18-22 Bridge Street,Manchester,Greater Manchester,eng,M3 3BZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Manor Parade,,Co-op Food,13 Manor Parade,Worthing,West Sussex,eng,BN13 2JP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Manor Park,,Co-op Food,40 Manor Park Centre,Sheffield,South Yorkshire,eng,S2 1WE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Maple Road,,Co-op Food,Maple Road,Manchester,Greater Manchester,eng,M23 9HJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Marple - Church Street,,Co-op Food,92 - 94 Church Lane,Stockport,Cheshire,eng,SK6 7AR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Matlock,,Co-op Food,3 Firs Parade,Matlock,Derbyshire,eng,DE4 3AS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Melksham - Cranesbill Road,,Co-op Food,"Verbena Court, Cranesbill Road",Melksham,Wiltshire,eng,SN12 7GS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Merstham - Portland Drive,,Co-op Food,Portland Drive,Redhill,Surrey,eng,RH1 3HU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Middlegate,,Co-op Food,Manby Middlegate,Louth,Lincolnshire,eng,LN11 8SU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Middlesbrough,,Co-op Food,469 Linthorpe Road,Middlesbrough,Cleveland,eng,TS5 6HX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Millom,,Co-op Food,33-35 Lapstone Road,Millom,Cumbria,eng,LA18 4BT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Milton Keynes - Dunthorne Way,,Co-op Food,"130 Dunthorne Way, New Hill Place",Milton Keynes,Buckinghamshire,eng,MK8 0LW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Milton Keynes - Kingsmead South,,Co-op Food,King Street,Milton Keynes,Buckinghamshire,eng,MK4 4AS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Milton Keynes - Monkston Park,,Co-op Food,Plaistow Crescent,Milton Keynes,Buckinghamshire,eng,MK10 9PN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Minster - Aspen Drive,,Co-op Food,Aspen Drive,Sheerness,Kent,eng,ME12 3UD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Mirfield,,Co-op Food,Huddersfield Road,Mirfield,West Yorkshire,eng,WF14 8AN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Moira - Shortheath Road,,Co-op Food,Shortheath Road,Swadlincote,Derbyshire,eng,DE12 6AL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
