identifier,HWRC,transportType,accessAllowed,openingHours,permitRequired,bookingRequired,bookingURL,maxHeight,maxLength,maxWidth,maxWeight,trailerCombinedWith,dateUpdated
,hwrc-eng-ham-db3003ux,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3003ux,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3003ux,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3003ux,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3902ty,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3902ty,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3902ty,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3902ty,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3902ty,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901mc,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3901mc,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3901mc,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3901mc,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3901mc,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3901hg,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3901hg,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3901hg,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3901hg,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3901hg,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-ham-db3900xy,small vehicle,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,2.0 m,,,,,8/10/2021
,hwrc-eng-ham-db3900xy,large vehicle,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,,,3.5 t,,8/10/2021
,hwrc-eng-ham-db3900xy,small trailer,1,,0,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,1.8 m,,,small vehicle,11/10/2021
,hwrc-eng-ham-db3900xy,large trailer,1,,1,1,https://www.hants.gov.uk/wasteandrecycling/recyclingcentres/book-appointment,,3.0 m,,3.5 t,small vehicle,11/10/2021
,hwrc-eng-ham-db3900xy,pedestrian,,,,,,,,,,,8/10/2021
,hwrc-eng-wsx-kb3606gw,small vehicle,1,,0,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,2.0 m,,,,,15/10/2021
,hwrc-eng-wsx-kb3606gw,large vehicle,0,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3606gw,small trailer,1,,1,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,1.8 m,,,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3606gw,large trailer,1,,1,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3606gw,pedestrian,0,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-dp3894hp,small vehicle,1,,0,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,2.0 m,,,,,15/10/2021
,hwrc-eng-wsx-dp3894hp,large vehicle,0,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-dp3894hp,small trailer,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,1.8 m,,,small vehicle,15/10/2021
,hwrc-eng-wsx-dp3894hp,large trailer,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,small vehicle,15/10/2021
,hwrc-eng-wsx-dp3894hp,pedestrian,1,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3605uu,small vehicle,1,,0,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,2.0 m,,,,,15/10/2021
,hwrc-eng-wsx-kb3605uu,large vehicle,1,,1,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,,15/10/2021
,hwrc-eng-wsx-kb3605uu,small trailer,1,,1,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,1.8 m,,,"small vehicle, large vehicle",15/10/2021
,hwrc-eng-wsx-kb3605uu,large trailer,1,,1,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,"small vehicle, large vehicle",15/10/2021
,hwrc-eng-wsx-kb3605uu,pedestrian,0,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3606fv,small vehicle,1,,0,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,2.0 m,,,,,15/10/2021
,hwrc-eng-wsx-kb3606fv,large vehicle,1,,1,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,,15/10/2021
,hwrc-eng-wsx-kb3606fv,small trailer,1,,1,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,1.8 m,,,"small vehicle, large vehicle",15/10/2021
,hwrc-eng-wsx-kb3606fv,large trailer,1,,1,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,"small vehicle, large vehicle",15/10/2021
,hwrc-eng-wsx-kb3606fv,pedestrian,0,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3606ky,small vehicle,1,,0,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,2.0 m,,,,,15/10/2021
,hwrc-eng-wsx-kb3606ky,large vehicle,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,,15/10/2021
,hwrc-eng-wsx-kb3606ky,small trailer,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,1.8 m,,,"small vehicle, large vehicle",15/10/2021
,hwrc-eng-wsx-kb3606ky,large trailer,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,"small vehicle, large vehicle",15/10/2021
,hwrc-eng-wsx-kb3606ky,pedestrian,0,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3605xk,small vehicle,1,,0,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,2.0 m,,,,,15/10/2021
,hwrc-eng-wsx-kb3605xk,large vehicle,0,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3605xk,small trailer,1,,1,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,1.8 m,,,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3605xk,large trailer,1,,1,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3605xk,pedestrian,0,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3606lj,small vehicle,1,,0,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,2.0 m,,,,,15/10/2021
,hwrc-eng-wsx-kb3606lj,large vehicle,0,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3606lj,small trailer,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,1.8 m,,,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3606lj,large trailer,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3606lj,pedestrian,0,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3606mq,small vehicle,1,,0,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,2.0 m,,,,,15/10/2021
,hwrc-eng-wsx-kb3606mq,large vehicle,0,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3606mq,small trailer,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,1.8 m,,,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3606mq,large trailer,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3606mq,pedestrian,1,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3606su,small vehicle,1,,0,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,2.0 m,,,,,15/10/2021
,hwrc-eng-wsx-kb3606su,large vehicle,0,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3606su,small trailer,1,,1,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,1.8 m,,,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3606su,large trailer,1,,1,0,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3606su,pedestrian,1,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3606tx,small vehicle,1,,0,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,2.0 m,,,,,15/10/2021
,hwrc-eng-wsx-kb3606tx,large vehicle,0,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3606tx,small trailer,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,1.8 m,,,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3606tx,large trailer,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3606tx,pedestrian,1,,,,,,,,,,15/10/2021
,hwrc-eng-wsx-kb3606ug,small vehicle,1,,0,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,2.0 m,,,,,15/10/2021
,hwrc-eng-wsx-kb3606ug,large vehicle,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,,,15/10/2021
,hwrc-eng-wsx-kb3606ug,small trailer,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,1.8 m,,,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3606ug,large trailer,1,,1,1,https://www.westsussex.gov.uk/land-waste-and-housing/waste-and-recycling/recycling-and-waste-prevention/recycling-centres/book-to-recycle-trial-booking-system/,,,,3.5 t,small vehicle,15/10/2021
,hwrc-eng-wsx-kb3606ug,pedestrian,1,,,,,,,,,,15/10/2021
,hwrc-eng-sry-vp3893ez,small vehicle,1,,0,0,,2.0 m,,,,,15/10/2021
,hwrc-eng-sry-vp3893ez,large vehicle,,,,,,,,,,,15/10/2021
,hwrc-eng-sry-vp3893ez,small trailer,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-vp3893ez,large trailer,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-vp3893ez,pedestrian,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-vp3293eb,small vehicle,1,,0,,,2.0 m,,,,,15/10/2021
,hwrc-eng-sry-vp3293eb,large vehicle,1,,1,,,,,,,,15/10/2021
,hwrc-eng-sry-vp3293eb,small trailer,1,,1,,,,1.8 m,,,,15/10/2021
,hwrc-eng-sry-vp3293eb,large trailer,1,,1,,,,,,,,15/10/2021
,hwrc-eng-sry-vp3293eb,pedestrian,,,,,,,,,,,15/10/2021
,hwrc-eng-sry-sp3690ep,small vehicle,1,,0,,,2.0 m,,,,,15/10/2021
,hwrc-eng-sry-sp3690ep,large vehicle,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-sp3690ep,small trailer,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-sp3690ep,large trailer,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-sp3690ep,pedestrian,1,"Mo,Tu,We,Fr 16:00-17:00",,,,,,,,,15/10/2021
,hwrc-eng-sry-zp3390eb,small vehicle,1,,0,,,2.0 m,,,,,15/10/2021
,hwrc-eng-sry-zp3390eb,large vehicle,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-zp3390eb,small trailer,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-zp3390eb,large trailer,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-zp3390eb,pedestrian,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-zp3590eu,small vehicle,1,,0,,,2.0 m,,,,,15/10/2021
,hwrc-eng-sry-zp3590eu,large vehicle,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-zp3590eu,small trailer,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-zp3590eu,large trailer,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-zp3590eu,pedestrian,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-pp3290ez,small vehicle,1,,0,,,2.0 m,,,,,15/10/2021
,hwrc-eng-sry-pp3290ez,large vehicle,1,,1,,,,,,,,15/10/2021
,hwrc-eng-sry-pp3290ez,small trailer,1,,1,,,,1.8 m,,,,15/10/2021
,hwrc-eng-sry-pp3290ez,large trailer,1,,1,,,,,,,,15/10/2021
,hwrc-eng-sry-pp3290ez,pedestrian,0,,,,,,,,,,15/10/2021
,hwrc-eng-sry-jp3494ew,small vehicle,1,,0,,,2.0 m,,,,,15/10/2021
,hwrc-eng-sry-jp3494ew,large vehicle,1,,1,,,,,,,,15/10/2021
,hwrc-eng-sry-jp3494ew,small trailer,1,,1,,,,1.8 m,,,,15/10/2021
,hwrc-eng-sry-jp3494ew,large trailer,1,,1,,,,,,,,15/10/2021
,hwrc-eng-sry-jp3494ew,pedestrian,0,,,,,,,,,,15/10/2021
,hwrc-sct-abd-wmln0020214,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,24/09/2021
,hwrc-sct-abd-wmln0020214,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
,hwrc-sct-abd-wmln0020214,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020214,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020214,pedestrian,1,"Mo,Fr, Sa, Su 12:00-12:30",,,,,,,,,24/09/2021
,hwrc-sct-abd-wmll1018935,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,24/09/2021
,hwrc-sct-abd-wmll1018935,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
,hwrc-sct-abd-wmll1018935,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmll1018935,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmll1018935,pedestrian,0,,,,,,,,,,24/09/2021
,hwrc-sct-abd-wmll1155721,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m ,,,,,24/09/2021
,hwrc-sct-abd-wmll1155721,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
,hwrc-sct-abd-wmll1155721,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmll1155721,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmll1155721,pedestrian,0,,,,,,,,,,24/09/2021
,hwrc-sct-abd-wmll1155721,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,24/09/2021
,hwrc-sct-abd-wmll1155721,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
,hwrc-sct-abd-wmll1155721,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmll1155721,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmll1155721,pedestrian,1,Mo-Su 12:00-12:30,,,,,,,,,24/09/2021
,hwrc-sct-abd-wmln0020025,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,24/09/2021
,hwrc-sct-abd-wmln0020025,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
,hwrc-sct-abd-wmln0020025,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020025,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020025,pedestrian,1,Mo-Su 12:00-12:30,,,,,,,,,24/09/2021
,hwrc-sct-abd-wmln0020029,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,24/09/2021
,hwrc-sct-abd-wmln0020029,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,24/09/2021
,hwrc-sct-abd-wmln0020029,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020029,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020029,pedestrian,1,"Tu, Sa 12:00-12:30",,,,,,,,,24/09/2021
,hwrc-sct-abd-wmln0020027,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmln0020027,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmln0020027,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020027,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020027,pedestrian,0,,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmle0220219,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmle0220219,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmle0220219,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmle0220219,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmle0220219,pedestrian,1,Mo-Su 12:00-12:30,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmll1169623,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmll1169623,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmll1169623,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmll1169623,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmll1169623,pedestrian,0,,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmln0020034,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmln0020034,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmln0020034,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020034,large trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,3.0 m,,,,11/10/2021
,hwrc-sct-abd-wmln0020034,pedestrian,0,,,,,,,,,,30/09/2021
,hwrc-sct-abd-wmll1148211,small vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,2.0 m,,,,,30/09/2021
,hwrc-sct-abd-wmll1148211,large vehicle,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,,,3.5 t,,30/09/2021
,hwrc-sct-abd-wmll1148211,small trailer,1,,,1,https://recycling.aberdeenshire.gov.uk/renderform?t=1&k=AFD1F6129D63B5064E7626131C90708892A1A8D7,,1.8 m,,,,11/10/2021
